Datetime,Actual,Prophet_Forecast,ETS_Forecast,Prophet_Residual,ETS_Residual
2017-08-18 19:00:00,18980.0,16889.854500970192,12627.918046207027,2090.145499029808,6352.081953792973
2017-08-18 20:00:00,18179.0,16972.02659407686,13456.317715311734,1206.9734059231414,4722.682284688266
2017-08-18 21:00:00,17481.0,16788.338030284634,13656.933283595776,692.6619697153656,3824.0667164042243
2017-08-18 22:00:00,16964.0,16257.007098694345,13470.204377102353,706.9929013056553,3493.7956228976473
2017-08-18 23:00:00,15695.0,15449.497167998734,13030.856581516182,245.50283200126614,2664.143418483818
2017-08-19 00:00:00,14457.0,14539.020034238823,12461.554908273463,-82.02003423882343,1995.4450917265367
2017-08-19 01:00:00,13355.0,13700.788047911885,11966.60793470795,-345.78804791188486,1388.3920652920497
2017-08-19 02:00:00,12667.0,13050.018282475485,11672.846252595304,-383.01828247548474,994.1537474046963
2017-08-19 03:00:00,12149.0,12650.457885081518,11368.906412019343,-501.4578850815178,780.0935879806566
2017-08-19 04:00:00,11769.0,12550.0962828898,11195.540341565107,-781.0962828897991,573.4596584348928
2017-08-19 05:00:00,11612.0,12780.594146898662,11171.80001194851,-1168.594146898662,440.19998805149044
2017-08-19 06:00:00,11721.0,13310.180611414897,11520.010941378448,-1589.1806114148967,200.98905862155152
2017-08-19 07:00:00,11989.0,14006.176399359543,12308.89318154734,-2017.1763993595432,-319.89318154734065
2017-08-19 08:00:00,12133.0,14668.649689452011,12816.82178952659,-2535.6496894520114,-683.8217895265898
2017-08-19 09:00:00,13071.0,15130.55514151641,12615.247926425462,-2059.55514151641,455.7520735745384
2017-08-19 10:00:00,14042.0,15347.892435832837,12374.223962695938,-1305.8924358328368,1667.776037304062
2017-08-19 11:00:00,15121.0,15401.778011577942,12065.78508887952,-280.7780115779424,3055.21491112048
2017-08-19 12:00:00,15996.0,15410.28742143247,11705.263145268307,585.7125785675307,4290.736854731693
2017-08-19 13:00:00,16848.0,15430.017746010595,11514.217346450288,1417.9822539894049,5333.7826535497115
2017-08-19 14:00:00,17440.0,15434.725838705035,11436.550039034006,2005.2741612949649,6003.449960965994
2017-08-19 15:00:00,17904.0,15381.982345524564,11481.468696621734,2522.017654475436,6422.531303378266
2017-08-19 16:00:00,18133.0,15292.148917388406,11555.230624149985,2840.8510826115944,6577.769375850015
2017-08-19 17:00:00,18293.0,15252.160776019697,11766.311981462712,3040.8392239803034,6526.688018537288
2017-08-19 18:00:00,18224.0,15332.127311912804,12046.464074939797,2891.8726880871964,6177.535925060203
2017-08-19 19:00:00,17879.0,15492.441665327666,12627.3972545208,2386.5583346723342,5251.6027454792
2017-08-19 20:00:00,17082.0,15575.079071918191,13455.796923625508,1506.9209280818086,3626.2030763744915
2017-08-19 21:00:00,16464.0,15398.420038907232,13656.412491909548,1065.579961092768,2807.5875080904516
